Transaction_ID,Sale_Date,Car_Brand,Car_Model,Model_Year,Car_Type,Engine_Type,Color,Base_Price_NET,Tax_Rate (%),Tax_Amount,Total_Price_GROSS,Discount (%),Final_Price_GROSS,Customer_Age,Customer_Gender,Region,Salesperson_ID,Days_In_Inventory,Campaign_Name,Financed,Financing_Partner,Profit_Margin (%)
T0148,2024-03-14,Ford,Focus,2024,Coupe,Petrol,Silver,126142,23,29012.66,155154.66,10,139639.19,57,Female,Gdansk,S104,45,Spring2024,No,None,10.55
T0149,2024-09-20,Volkswagen,Tiguan,2021,Hatchback,Hybrid,Blue,129162,23,29707.26,158869.26,3,154103.18,63,Male,Wroclaw,S150,43,SummerDeals,Yes,CreditPlus,9.79
T0150,2024-09-10,Volkswagen,Passat,2023,Coupe,Hybrid,Blue,84424,23,19417.52,103841.52,10,93457.37,64,Female,Gdansk,S159,37,SummerDeals,Yes,None,19.53
T0151,2024-03-12,Volkswagen,Passat,2021,Sedan,Petrol,White,248756,23,57213.88,305969.88,7,284551.99,37,Female,Krakow,S116,51,None,Yes,BankPolska,5.37
T0152,2024-07-17,Volkswagen,Golf,2021,SUV,Petrol,Silver,180581,23,41533.63,222114.63,3,215451.19,30,Male,Krakow,S176,83,SummerDeals,Yes,None,13.52
T0153,2024-05-11,Volkswagen,Golf,2024,Hatchback,Diesel,White,104336,23,23997.28,128333.28,5,121916.62,64,Female,Gdansk,S176,38,None,No,None,13.24
T0154,2024-01-31,BMW,X5,2024,Hatchback,Hybrid,Black,119494,23,27483.62,146977.62,5,139628.74,39,Female,Warsaw,S193,119,SummerDeals,Yes,AutoFin,8.46
T0155,2024-05-14,Ford,Kuga,2021,Coupe,Hybrid,Gray,110150,23,25334.5,135484.5,5,128710.27,55,Female,Poznan,S196,46,None,Yes,BankPolska,12.27
T0156,2024-04-20,Volkswagen,Golf,2020,Hatchback,Petrol,Red,202882,23,46662.86,249544.86,3,242058.51,58,Male,Warsaw,S146,78,Spring2024,No,None,7.7
T0157,2024-03-29,Volkswagen,Tiguan,2021,Coupe,Diesel,Blue,227598,23,52347.54,279945.54,0,279945.54,54,Female,Warsaw,S134,56,Spring2024,Yes,LeasingPro,10.98
T0158,2024-05-19,BMW,3 Series,2022,SUV,Electric,Black,228146,23,52473.58,280619.58,0,280619.58,46,Male,Gdansk,S156,67,SummerDeals,No,None,15.26
T0159,2024-06-21,BMW,5 Series,2024,Coupe,Hybrid,Blue,181940,23,41846.2,223786.2,10,201407.58,60,Female,Wroclaw,S155,28,SummerDeals,Yes,LeasingPro,6.76
T0160,2024-02-11,Toyota,Corolla,2024,Sedan,Diesel,Blue,248434,23,57139.82,305573.82,10,275016.44,68,Male,Gdansk,S153,66,AutumnSales,No,None,15.08
T0161,2024-09-05,Toyota,RAV4,2021,Sedan,Petrol,Gray,198261,23,45600.03,243861.03,0,243861.03,26,Female,Gdansk,S168,20,AutumnSales,Yes,CreditPlus,13.99
T0162,2024-07-25,Ford,Mondeo,2024,SUV,Diesel,Black,152360,23,35042.8,187402.8,0,187402.8,63,Male,Warsaw,S137,38,AutumnSales,No,None,5.29
T0163,2024-02-28,Toyota,RAV4,2021,SUV,Diesel,Black,244263,23,56180.49,300443.49,10,270399.14,51,Female,Krakow,S195,27,Spring2024,No,None,8.21
T0164,2024-04-11,Hyundai,Tucson,2020,Coupe,Electric,Red,95748,23,22022.04,117770.04000000001,7,109526.14,37,Female,Gdansk,S132,35,AutumnSales,No,None,12.45
T0165,2024-02-22,BMW,5 Series,2023,Hatchback,Hybrid,White,196547,23,45205.81,241752.81,3,234500.23,48,Male,Wroclaw,S129,94,AutumnSales,Yes,BankPolska,12.69
T0166,2024-04-19,Hyundai,Tucson,2021,SUV,Diesel,Red,185896,23,42756.08,228652.08000000002,10,205786.87,35,Male,Wroclaw,S117,119,SummerDeals,No,None,18.58
T0167,2024-09-18,Toyota,Camry,2023,Sedan,Diesel,Silver,73178,23,16830.94,90008.94,3,87308.67,69,Female,Poznan,S199,42,AutumnSales,Yes,CreditPlus,7.89
T0168,2024-12-01,Hyundai,Santa Fe,2024,Coupe,Hybrid,Gray,153739,23,35359.97,189098.97,3,183426.0,39,Male,Wroclaw,S171,118,WinterClearance,Yes,CreditPlus,15.03
T0169,2024-05-24,Ford,Kuga,2023,Sedan,Diesel,Silver,128206,23,29487.38,157693.38,10,141924.04,32,Female,Warsaw,S187,96,WinterClearance,Yes,LeasingPro,11.37
T0170,2024-11-20,Toyota,Camry,2020,Coupe,Diesel,Black,183055,23,42102.65,225157.65,0,225157.65,60,Male,Poznan,S187,70,WinterClearance,No,None,10.78
T0171,2024-09-13,Ford,Focus,2024,SUV,Petrol,Black,243579,23,56023.17,299602.17,3,290614.1,54,Female,Wroclaw,S145,71,WinterClearance,Yes,CreditPlus,15.41
T0172,2024-09-19,Ford,Focus,2020,SUV,Electric,Blue,91944,23,21147.12,113091.12,7,105174.74,39,Male,Gdansk,S153,30,SummerDeals,Yes,LeasingPro,12.4
T0173,2024-08-06,Ford,Kuga,2022,Hatchback,Petrol,Gray,161227,23,37082.21,198309.21,7,184427.57,41,Female,Gdansk,S131,82,Spring2024,No,None,8.2
T0174,2024-03-13,Ford,Mondeo,2021,Hatchback,Electric,White,95455,23,21954.65,117409.65,10,105668.68,63,Male,Krakow,S180,61,WinterClearance,No,None,17.85
T0175,2024-01-13,Ford,Mondeo,2024,Coupe,Diesel,White,147095,23,33831.85,180926.85,7,168261.97,61,Male,Gdansk,S131,54,SummerDeals,Yes,AutoFin,18.02
T0176,2024-04-20,BMW,3 Series,2022,Hatchback,Petrol,Black,237212,23,54558.76,291770.76,3,283017.64,62,Male,Wroclaw,S181,65,WinterClearance,No,None,10.22
T0177,2024-01-09,Hyundai,i30,2024,SUV,Petrol,Blue,191635,23,44076.05,235711.05,3,228639.72,53,Male,Wroclaw,S177,80,Spring2024,Yes,None,7.09
T0178,2024-02-29,Volkswagen,Passat,2020,Coupe,Hybrid,White,197320,23,45383.6,242703.6,7,225714.35,51,Female,Poznan,S150,46,Spring2024,Yes,LeasingPro,14.46
T0179,2024-08-28,Toyota,RAV4,2023,Hatchback,Hybrid,Black,242795,23,55842.85,298637.85,0,298637.85,36,Male,Wroclaw,S187,26,Spring2024,No,None,17.44
T0180,2024-10-02,Toyota,Corolla,2024,Hatchback,Hybrid,Black,85088,23,19570.24,104658.24,3,101518.49,45,Female,Krakow,S186,13,WinterClearance,Yes,BankPolska,14.4
T0181,2024-06-09,Ford,Kuga,2024,Sedan,Hybrid,Gray,99241,23,22825.43,122066.43,0,122066.43,25,Female,Warsaw,S106,84,None,No,None,5.24
T0182,2024-11-19,Hyundai,Santa Fe,2021,Hatchback,Petrol,Blue,172393,23,39650.39,212043.39,0,212043.39,43,Male,Krakow,S107,65,Spring2024,No,None,16.95
T0183,2024-10-03,Volkswagen,Golf,2023,Hatchback,Petrol,Silver,89014,23,20473.22,109487.22,7,101823.11,25,Male,Warsaw,S174,102,SummerDeals,Yes,AutoFin,15.13
T0184,2024-04-19,Hyundai,Tucson,2021,SUV,Petrol,White,244676,23,56275.48,300951.48,7,279884.88,58,Female,Gdansk,S124,42,SummerDeals,No,None,15.17
T0185,2024-11-30,Ford,Focus,2023,Coupe,Petrol,Black,168859,23,38837.57,207696.57,3,201465.67,50,Female,Gdansk,S153,69,AutumnSales,Yes,BankPolska,12.17
T0186,2024-10-15,Hyundai,i30,2022,SUV,Hybrid,Gray,219453,23,50474.19,269927.19,7,251032.29,40,Male,Gdansk,S109,79,Spring2024,No,None,19.63
T0187,2024-12-26,BMW,3 Series,2020,Coupe,Hybrid,Silver,220306,23,50670.38,270976.38,0,270976.38,38,Male,Poznan,S143,117,SummerDeals,No,None,14.58
T0188,2024-11-18,Hyundai,i30,2023,SUV,Diesel,Gray,196345,23,45159.35,241504.35,7,224599.05,56,Female,Krakow,S195,66,AutumnSales,No,None,9.08
T0189,2024-09-29,BMW,5 Series,2020,Hatchback,Electric,Silver,220039,23,50608.97,270647.97,0,270647.97,46,Male,Krakow,S122,17,Spring2024,No,None,14.61
T0190,2024-11-08,BMW,5 Series,2021,Coupe,Electric,Red,242866,23,55859.18,298725.18,10,268852.66,30,Male,Gdansk,S174,113,None,Yes,AutoFin,6.87
T0191,2024-12-29,Ford,Kuga,2021,SUV,Petrol,Blue,126251,23,29037.73,155288.73,5,147524.29,57,Male,Poznan,S191,109,Spring2024,No,None,9.28
T0192,2024-10-16,BMW,X5,2024,SUV,Electric,Silver,221245,23,50886.35,272131.35,5,258524.78,68,Male,Wroclaw,S136,1,SummerDeals,No,None,13.45
T0193,2024-03-27,Ford,Mondeo,2024,Hatchback,Diesel,Red,174439,23,40120.97,214559.97,5,203831.97,49,Female,Warsaw,S191,13,None,Yes,CreditPlus,10.9
T0194,2024-07-13,Toyota,RAV4,2021,Hatchback,Petrol,Silver,199403,23,45862.69,245265.69,5,233002.41,69,Male,Krakow,S123,72,Spring2024,No,None,17.31
T0195,2024-05-18,Hyundai,Tucson,2023,SUV,Petrol,Blue,235900,23,54257.0,290157.0,5,275649.15,50,Male,Warsaw,S110,118,Spring2024,No,None,19.22
T0196,2024-11-03,Hyundai,Tucson,2020,Hatchback,Electric,Blue,120773,23,27777.79,148550.79,7,138152.23,58,Female,Wroclaw,S103,111,None,No,None,9.89
T0197,2024-04-16,Hyundai,i30,2021,Coupe,Diesel,Silver,118375,23,27226.25,145601.25,5,138321.19,34,Male,Warsaw,S130,69,WinterClearance,No,None,10.66
T0198,2024-01-27,Ford,Mondeo,2023,Sedan,Hybrid,White,236437,23,54380.51,290817.51,3,282092.98,56,Female,Poznan,S111,11,None,No,None,16.78
T0199,2024-05-11,Toyota,RAV4,2021,Coupe,Electric,Black,210138,23,48331.74,258469.74,3,250715.65,55,Male,Krakow,S114,26,SummerDeals,Yes,BankPolska,13.94
T0200,2024-03-11,Hyundai,Tucson,2024,Sedan,Hybrid,White,113388,23,26079.24,139467.24,5,132493.88,31,Female,Warsaw,S183,105,SummerDeals,Yes,LeasingPro,12.08
T0201,2024-05-31,Hyundai,Santa Fe,2023,Hatchback,Diesel,Gray,109388,23,25159.24,134547.24,0,134547.24,25,Female,Poznan,S181,48,SummerDeals,Yes,None,5.66
T0202,2024-08-02,Toyota,RAV4,2022,Hatchback,Hybrid,Gray,131430,23,30228.9,161658.9,3,156809.13,51,Male,Warsaw,S165,62,SummerDeals,Yes,AutoFin,13.82
T0203,2024-08-12,BMW,5 Series,2021,Hatchback,Petrol,Red,97984,23,22536.32,120520.32,3,116904.71,49,Male,Poznan,S183,44,WinterClearance,No,None,7.69
T0204,2024-06-22,BMW,X5,2023,Hatchback,Petrol,Red,189569,23,43600.87,233169.87,3,226174.77,53,Female,Warsaw,S165,51,SummerDeals,Yes,BankPolska,14.16
T0205,2024-12-18,Toyota,RAV4,2021,Coupe,Electric,Black,239804,23,55154.92,294958.92,5,280210.97,30,Male,Wroclaw,S198,37,Spring2024,Yes,None,18.49
T0206,2024-02-15,Hyundai,Santa Fe,2021,Coupe,Diesel,Red,72436,23,16660.28,89096.28,0,89096.28,49,Male,Wroclaw,S164,101,AutumnSales,No,None,19.65
T0207,2024-08-29,Ford,Focus,2024,Coupe,Petrol,Gray,159693,23,36729.39,196422.39,0,196422.39,42,Male,Poznan,S120,87,Spring2024,Yes,AutoFin,12.19
T0208,2024-08-02,Ford,Focus,2023,Coupe,Electric,Blue,184999,23,42549.77,227548.77,7,211620.36,32,Male,Wroclaw,S183,100,AutumnSales,Yes,LeasingPro,5.35
T0209,2024-07-03,BMW,5 Series,2021,SUV,Petrol,Red,174835,23,40212.05,215047.05,5,204294.7,50,Female,Krakow,S156,29,WinterClearance,No,None,17.04
T0210,2024-10-29,Hyundai,i30,2020,Sedan,Electric,Red,158925,23,36552.75,195477.75,7,181794.31,58,Male,Warsaw,S137,69,None,No,None,11.3
T0211,2024-11-07,Hyundai,i30,2021,Hatchback,Hybrid,Gray,247175,23,56850.25,304025.25,5,288823.99,38,Male,Wroclaw,S156,65,Spring2024,No,None,6.96
T0212,2024-01-14,Volkswagen,Golf,2024,Hatchback,Electric,Silver,236461,23,54386.03,290847.03,7,270487.74,65,Male,Krakow,S114,36,None,Yes,AutoFin,9.88
T0213,2024-05-29,Ford,Focus,2024,Coupe,Hybrid,Red,232695,23,53519.85,286214.85,5,271904.11,60,Male,Poznan,S154,118,AutumnSales,No,None,11.73
T0214,2024-02-21,Hyundai,Tucson,2022,Sedan,Petrol,Silver,186699,23,42940.77,229639.77,7,213564.99,27,Female,Krakow,S171,19,WinterClearance,Yes,LeasingPro,17.57
T0215,2024-01-24,Toyota,Camry,2023,Hatchback,Hybrid,Blue,141054,23,32442.42,173496.41999999998,5,164821.6,42,Female,Poznan,S142,53,AutumnSales,No,None,5.66
T0216,2024-11-08,Toyota,Camry,2022,Sedan,Diesel,Blue,187971,23,43233.33,231204.33000000002,0,231204.33,33,Female,Poznan,S126,97,SummerDeals,No,None,18.31
T0217,2024-12-04,Ford,Kuga,2024,Hatchback,Hybrid,Blue,95346,23,21929.58,117275.58,0,117275.58,63,Male,Krakow,S170,46,SummerDeals,No,None,19.46
T0218,2024-03-11,Ford,Kuga,2020,Sedan,Petrol,Blue,143861,23,33088.03,176949.03,7,164562.6,66,Female,Poznan,S195,79,SummerDeals,Yes,BankPolska,10.95
T0219,2024-09-25,Hyundai,Tucson,2022,SUV,Hybrid,Silver,235607,23,54189.61,289796.61,10,260816.95,39,Male,Warsaw,S123,24,WinterClearance,Yes,AutoFin,6.84
T0220,2024-08-03,Toyota,RAV4,2024,Coupe,Petrol,Gray,100162,23,23037.26,123199.26,10,110879.33,34,Female,Poznan,S168,13,AutumnSales,No,None,17.97
T0221,2024-09-23,Toyota,Camry,2023,Sedan,Electric,Red,197278,23,45373.94,242651.94,0,242651.94,28,Female,Poznan,S100,47,Spring2024,No,None,17.55
T0222,2024-10-01,Ford,Focus,2024,Sedan,Petrol,Blue,106741,23,24550.43,131291.43,7,122101.03,54,Female,Krakow,S175,72,SummerDeals,Yes,CreditPlus,11.55
T0223,2024-05-22,Hyundai,Tucson,2023,Coupe,Electric,Gray,70145,23,16133.35,86278.35,0,86278.35,62,Male,Gdansk,S134,46,AutumnSales,No,None,18.79
T0224,2024-01-16,BMW,5 Series,2022,Sedan,Electric,Red,82249,23,18917.27,101166.27,0,101166.27,69,Male,Gdansk,S146,25,WinterClearance,No,None,13.93
T0225,2024-09-09,Volkswagen,Passat,2020,SUV,Diesel,Red,167922,23,38622.06,206544.06,3,200347.74,62,Female,Warsaw,S142,109,None,No,None,6.33
T0226,2024-03-15,BMW,5 Series,2021,Sedan,Diesel,Gray,133446,23,30692.58,164138.58000000002,5,155931.65,51,Male,Poznan,S177,114,SummerDeals,Yes,CreditPlus,9.4
T0227,2024-06-26,Toyota,RAV4,2024,Sedan,Electric,Blue,171574,23,39462.02,211036.02,0,211036.02,62,Male,Krakow,S145,69,WinterClearance,Yes,LeasingPro,19.28
T0228,2024-08-03,Ford,Focus,2022,Hatchback,Diesel,Blue,213552,23,49116.96,262668.96,3,254788.89,47,Male,Wroclaw,S131,13,Spring2024,Yes,None,15.39
T0229,2024-05-23,Ford,Mondeo,2022,Coupe,Diesel,Silver,130609,23,30040.07,160649.07,0,160649.07,32,Female,Krakow,S170,46,Spring2024,Yes,CreditPlus,8.16
T0230,2024-03-02,Ford,Mondeo,2024,Sedan,Electric,Red,67965,23,15631.95,83596.95,7,77745.16,57,Female,Poznan,S185,72,SummerDeals,Yes,None,8.98
T0231,2024-10-18,Volkswagen,Passat,2024,Hatchback,Petrol,Silver,65330,23,15025.9,80355.9,5,76338.1,54,Female,Wroclaw,S163,105,SummerDeals,No,None,19.56
T0232,2024-04-23,Hyundai,Santa Fe,2021,Hatchback,Electric,Black,218028,23,50146.44,268174.44,7,249402.23,25,Male,Wroclaw,S183,114,Spring2024,Yes,BankPolska,5.39
T0233,2024-09-25,Hyundai,Santa Fe,2024,SUV,Hybrid,Red,193268,23,44451.64,237719.64,0,237719.64,63,Female,Gdansk,S110,80,WinterClearance,Yes,BankPolska,12.97
T0234,2024-09-28,Hyundai,Santa Fe,2023,Hatchback,Diesel,Red,237707,23,54672.61,292379.61,7,271913.04,43,Female,Wroclaw,S118,47,None,Yes,BankPolska,17.2
T0235,2024-03-05,Volkswagen,Passat,2024,SUV,Petrol,Silver,184806,23,42505.38,227311.38,0,227311.38,39,Male,Warsaw,S184,119,SummerDeals,No,None,7.47
T0236,2024-11-01,Toyota,Camry,2023,Sedan,Diesel,Gray,118869,23,27339.87,146208.87,10,131587.98,32,Female,Poznan,S162,102,None,No,None,19.05
T0237,2024-09-25,BMW,3 Series,2021,Hatchback,Diesel,Black,178965,23,41161.95,220126.95,5,209120.6,60,Female,Warsaw,S130,5,WinterClearance,No,None,9.71
T0238,2024-08-18,Hyundai,Tucson,2024,Coupe,Hybrid,Red,150986,23,34726.78,185712.78,3,180141.4,39,Male,Krakow,S165,74,WinterClearance,No,None,17.77
T0239,2024-01-12,BMW,5 Series,2024,SUV,Electric,Blue,133860,23,30787.8,164647.8,10,148183.02,68,Male,Wroclaw,S192,61,WinterClearance,Yes,BankPolska,14.7
T0240,2024-12-01,Hyundai,Tucson,2023,Hatchback,Petrol,Black,225432,23,51849.36,277281.36,10,249553.22,51,Male,Krakow,S183,70,SummerDeals,Yes,BankPolska,11.79
T0241,2024-01-26,Volkswagen,Tiguan,2020,Hatchback,Hybrid,Silver,211423,23,48627.29,260050.29,10,234045.26,60,Male,Gdansk,S150,106,Spring2024,Yes,AutoFin,11.27
T0242,2024-08-03,Volkswagen,Golf,2023,Sedan,Hybrid,White,149908,23,34478.84,184386.84,7,171479.76,66,Female,Krakow,S142,9,AutumnSales,Yes,AutoFin,12.66
T0243,2024-12-24,Hyundai,Tucson,2022,Sedan,Petrol,Black,171580,23,39463.4,211043.4,10,189939.06,54,Male,Krakow,S172,5,WinterClearance,No,None,15.85
T0244,2024-11-20,Volkswagen,Tiguan,2021,SUV,Petrol,Gray,244203,23,56166.69,300369.69,0,300369.69,69,Female,Krakow,S179,68,AutumnSales,No,None,6.02
T0245,2024-03-04,Volkswagen,Passat,2020,Coupe,Electric,White,192213,23,44208.99,236421.99,3,229329.33,30,Male,Poznan,S109,38,None,No,None,15.2
T0246,2024-03-09,Ford,Kuga,2022,SUV,Petrol,Gray,151269,23,34791.87,186060.87,0,186060.87,64,Female,Poznan,S120,55,Spring2024,No,None,11.87
T0247,2024-05-01,Toyota,Corolla,2020,Hatchback,Electric,Silver,243408,23,55983.84,299391.83999999997,0,299391.84,35,Female,Poznan,S109,69,WinterClearance,Yes,BankPolska,11.23
T0248,2024-10-22,Ford,Kuga,2022,Coupe,Hybrid,White,72352,23,16640.96,88992.95999999999,0,88992.96,27,Male,Krakow,S173,80,WinterClearance,No,None,6.62
T0249,2024-03-11,Toyota,Camry,2021,Coupe,Hybrid,Blue,182876,23,42061.48,224937.48,10,202443.73,26,Female,Poznan,S123,108,None,Yes,None,8.89
T0250,2024-01-25,Volkswagen,Tiguan,2022,SUV,Petrol,Gray,207728,23,47777.44,255505.44,0,255505.44,49,Female,Poznan,S171,60,Spring2024,No,None,13.23
T0251,2024-11-03,Toyota,Camry,2021,Coupe,Diesel,Silver,62948,23,14478.04,77426.04000000001,10,69683.44,37,Female,Warsaw,S197,77,AutumnSales,No,None,14.98
T0252,2024-01-04,Ford,Kuga,2023,Hatchback,Hybrid,Blue,70965,23,16321.95,87286.95,0,87286.95,58,Male,Wroclaw,S183,57,WinterClearance,Yes,None,15.25
T0253,2024-11-05,Hyundai,Santa Fe,2021,Sedan,Hybrid,Gray,197552,23,45436.96,242988.96,3,235699.29,59,Female,Warsaw,S135,13,None,No,None,6.98
T0254,2024-03-26,BMW,3 Series,2021,Sedan,Hybrid,Gray,79123,23,18198.29,97321.29000000001,0,97321.29,60,Male,Warsaw,S189,84,AutumnSales,Yes,BankPolska,16.93
T0255,2024-07-07,Hyundai,Tucson,2021,Sedan,Hybrid,Black,180457,23,41505.11,221962.11,7,206424.76,49,Male,Warsaw,S141,108,WinterClearance,No,None,15.77
T0256,2024-03-04,Hyundai,i30,2024,Sedan,Electric,Black,149448,23,34373.04,183821.04,3,178306.41,53,Male,Wroclaw,S120,18,SummerDeals,Yes,LeasingPro,10.23
T0257,2024-11-28,Hyundai,Santa Fe,2023,SUV,Hybrid,Black,108363,23,24923.49,133286.49,0,133286.49,62,Female,Krakow,S104,78,WinterClearance,Yes,CreditPlus,16.04
T0258,2024-08-16,Ford,Focus,2021,Coupe,Hybrid,Black,155377,23,35736.71,191113.71,5,181558.02,65,Female,Wroclaw,S194,79,WinterClearance,Yes,None,19.97
T0259,2024-07-05,Toyota,RAV4,2021,Coupe,Electric,Blue,183341,23,42168.43,225509.43,3,218744.15,39,Female,Warsaw,S148,75,WinterClearance,Yes,AutoFin,13.28
T0260,2024-12-23,Toyota,Camry,2024,Hatchback,Hybrid,Silver,162404,23,37352.92,199756.91999999998,0,199756.92,50,Male,Krakow,S177,18,SummerDeals,No,None,9.06
T0261,2024-10-22,Volkswagen,Golf,2022,Sedan,Diesel,Blue,102518,23,23579.14,126097.14,0,126097.14,40,Female,Warsaw,S124,60,WinterClearance,No,None,13.57
T0262,2024-11-07,BMW,X5,2024,Sedan,Diesel,Gray,73210,23,16838.3,90048.3,5,85545.88,42,Male,Warsaw,S138,2,WinterClearance,Yes,None,14.49
T0263,2024-06-05,BMW,X5,2024,SUV,Electric,Silver,238380,23,54827.4,293207.4,5,278547.03,45,Male,Krakow,S183,92,None,Yes,AutoFin,12.22
T0264,2024-08-03,BMW,X5,2024,Hatchback,Hybrid,Gray,173012,23,39792.76,212804.76,3,206420.62,43,Male,Krakow,S103,27,Spring2024,No,None,19.68
T0265,2024-12-30,Ford,Focus,2020,Sedan,Hybrid,Black,77017,23,17713.91,94730.91,5,89994.36,66,Male,Gdansk,S139,26,WinterClearance,No,None,5.09
T0266,2024-08-29,Volkswagen,Passat,2021,Sedan,Diesel,Red,89835,23,20662.05,110497.05,7,102762.26,54,Female,Poznan,S130,61,WinterClearance,No,None,15.83
T0267,2024-06-29,Hyundai,Tucson,2021,Hatchback,Diesel,White,85856,23,19746.88,105602.88,5,100322.74,25,Male,Krakow,S127,95,None,No,None,18.85
T0268,2024-01-19,Toyota,Corolla,2024,SUV,Petrol,Black,70707,23,16262.61,86969.61,10,78272.65,70,Female,Gdansk,S178,72,AutumnSales,No,None,14.3
T0269,2024-03-31,Volkswagen,Passat,2022,Coupe,Petrol,Gray,71361,23,16413.03,87774.03,3,85140.81,58,Female,Poznan,S124,88,None,No,None,13.33
T0270,2024-10-21,Hyundai,Santa Fe,2021,Coupe,Diesel,Gray,135352,23,31130.96,166482.96,3,161488.47,53,Male,Warsaw,S119,74,None,Yes,LeasingPro,7.4
T0271,2024-01-30,BMW,5 Series,2022,SUV,Hybrid,Silver,67556,23,15537.88,83093.88,3,80601.06,52,Female,Poznan,S168,109,Spring2024,Yes,AutoFin,12.15
T0272,2024-02-10,Ford,Kuga,2024,SUV,Diesel,Silver,248025,23,57045.75,305070.75,3,295918.63,28,Male,Krakow,S175,32,AutumnSales,Yes,AutoFin,7.29
T0273,2024-04-25,Ford,Focus,2020,Sedan,Petrol,Red,152830,23,35150.9,187980.9,7,174822.24,68,Male,Krakow,S183,11,None,Yes,None,16.78
T0274,2024-01-17,Toyota,Corolla,2021,SUV,Electric,Blue,240659,23,55351.57,296010.57,0,296010.57,52,Female,Wroclaw,S178,26,SummerDeals,No,None,18.36
T0275,2024-07-07,Hyundai,Santa Fe,2024,Sedan,Hybrid,Blue,210696,23,48460.08,259156.08000000002,3,251381.4,62,Male,Warsaw,S156,16,None,Yes,CreditPlus,14.54
T0276,2024-06-20,Toyota,RAV4,2022,Coupe,Electric,Gray,78039,23,17948.97,95987.97,0,95987.97,56,Female,Wroclaw,S106,22,Spring2024,No,None,15.21
T0277,2024-08-31,Ford,Focus,2022,Hatchback,Hybrid,Red,93014,23,21393.22,114407.22,5,108686.86,34,Male,Poznan,S174,67,AutumnSales,No,None,19.27
T0278,2024-04-08,Hyundai,i30,2022,SUV,Hybrid,Silver,214591,23,49355.93,263946.93,3,256028.52,42,Male,Gdansk,S125,35,AutumnSales,No,None,9.27
T0279,2024-03-08,Ford,Kuga,2021,Hatchback,Electric,Silver,214807,23,49405.61,264212.61,5,251001.98,38,Male,Poznan,S199,97,Spring2024,Yes,None,9.49
T0280,2024-12-10,Ford,Mondeo,2023,SUV,Diesel,White,119864,23,27568.72,147432.72,5,140061.08,27,Male,Gdansk,S134,10,AutumnSales,No,None,11.3
T0281,2024-07-23,Ford,Kuga,2021,Coupe,Diesel,White,133142,23,30622.66,163764.66,7,152301.13,43,Female,Krakow,S133,113,AutumnSales,Yes,LeasingPro,15.23
T0282,2024-06-10,Toyota,Corolla,2023,SUV,Petrol,Red,233793,23,53772.39,287565.39,0,287565.39,26,Male,Gdansk,S161,68,AutumnSales,Yes,LeasingPro,9.41
T0283,2024-07-21,Hyundai,i30,2021,Hatchback,Diesel,Blue,209014,23,48073.22,257087.22,3,249374.6,39,Female,Poznan,S151,113,None,No,None,18.54
T0284,2024-12-08,Toyota,Corolla,2020,Sedan,Diesel,Gray,215968,23,49672.64,265640.64,3,257671.42,48,Male,Wroclaw,S166,28,SummerDeals,Yes,None,15.04
T0285,2024-05-15,Ford,Kuga,2022,SUV,Diesel,Red,232632,23,53505.36,286137.36,3,277553.24,46,Male,Wroclaw,S115,22,None,Yes,CreditPlus,10.67
T0286,2024-08-18,Volkswagen,Golf,2024,Coupe,Electric,Silver,233272,23,53652.56,286924.56,7,266839.84,35,Male,Krakow,S159,36,None,Yes,None,9.67
T0287,2024-12-27,Toyota,RAV4,2024,Hatchback,Electric,Black,210689,23,48458.47,259147.47,7,241007.15,36,Male,Poznan,S145,41,None,No,None,14.74
T0288,2024-01-28,BMW,X5,2024,Sedan,Diesel,Red,168030,23,38646.9,206676.9,10,186009.21,46,Female,Poznan,S199,56,WinterClearance,Yes,BankPolska,19.03
T0289,2024-03-09,Toyota,RAV4,2024,Sedan,Hybrid,Gray,195387,23,44939.01,240326.01,3,233116.23,41,Female,Gdansk,S100,56,None,No,None,10.65
T0290,2024-02-01,Hyundai,Santa Fe,2023,Sedan,Diesel,Blue,79904,23,18377.92,98281.92,0,98281.92,30,Female,Poznan,S143,94,WinterClearance,Yes,None,11.68
T0291,2024-06-18,Volkswagen,Passat,2020,Hatchback,Diesel,Gray,125014,23,28753.22,153767.22,7,143003.51,37,Male,Wroclaw,S102,118,WinterClearance,Yes,AutoFin,16.72
T0292,2024-02-21,BMW,5 Series,2024,Hatchback,Electric,Silver,97581,23,22443.63,120024.63,7,111622.91,31,Male,Poznan,S189,97,Spring2024,No,None,6.12
T0293,2024-02-01,BMW,X5,2024,Hatchback,Hybrid,Black,175854,23,40446.42,216300.41999999998,5,205485.4,60,Male,Krakow,S191,83,Spring2024,Yes,LeasingPro,17.29
T0294,2024-07-22,Toyota,Corolla,2021,Hatchback,Diesel,Black,147479,23,33920.17,181399.16999999998,5,172329.21,32,Male,Wroclaw,S194,76,SummerDeals,Yes,AutoFin,13.82
T0295,2024-09-03,Toyota,Camry,2020,SUV,Hybrid,Red,105235,23,24204.05,129439.05,5,122967.1,64,Male,Krakow,S187,2,Spring2024,No,None,14.08
T0296,2024-03-17,Ford,Kuga,2022,Coupe,Petrol,Blue,68079,23,15658.17,83737.17,3,81225.05,68,Male,Wroclaw,S178,107,None,No,None,11.97
T0297,2024-01-11,BMW,X5,2021,Hatchback,Diesel,Silver,181234,23,41683.82,222917.82,0,222917.82,41,Female,Warsaw,S131,61,Spring2024,Yes,LeasingPro,11.24
